x_pixel_global,y_pixel_global,radius_px,diameter_m,contrast,near_landslide,landslide_age
15,958,7,4.2,38.13,True,recent
73,564,7,4.2,35.37,True,ancient
44,637,7,4.2,36.72,True,ancient
119,700,7,4.2,20.91,True,ancient
77,471,7,4.2,30.72,True,ancient
135,502,7,4.2,31.42,True,ancient
34,544,7,4.2,25.42,True,ancient
9,544,7,4.2,22.2,True,ancient
48,686,7,4.2,21.33,True,ancient
0,374,7,4.2,22.68,True,ancient
0,1020,7,4.2,24.92,True,ancient
10,600,7,4.2,40.15,True,ancient
6,973,7,4.2,21.16,True,recent
58,712,7,4.2,31.72,True,ancient
87,584,7,4.2,42.52,True,ancient
41,757,7,4.2,57.58,True,ancient
96,617,7,4.2,50.53,True,ancient
24,616,7,4.2,94.91,True,ancient
35,463,7,4.2,110.38,True,ancient
2,154,7,4.2,90.83,True,ancient
80,720,7,4.2,66.36,True,ancient
25,580,7,4.2,67.55,True,ancient
120,541,7,4.2,57.98,True,ancient
39,999,7,4.2,58.28,True,ancient
42,487,7,4.2,52.57,True,ancient
11,646,7,4.2,78.02,True,ancient
41,650,7,4.2,58.0,True,ancient
106,597,7,4.2,54.89,True,ancient
66,999,7,4.2,49.88,True,ancient
19,214,7,4.2,40.6,True,ancient
27,722,7,4.2,43.41,True,ancient
0,527,7,4.2,41.02,True,ancient
48,823,7,4.2,54.94,True,ancient
0,954,7,4.2,31.69,True,recent
20,64,3,1.8,25.98,True,ancient
135,65,3,1.8,20.16,False,none
58,611,3,1.8,31.37,True,ancient
130,705,3,1.8,25.68,True,ancient
9,758,3,1.8,30.51,True,ancient
26,662,3,1.8,22.51,True,ancient
135,470,3,1.8,24.75,True,ancient
41,515,3,1.8,28.73,True,ancient
89,625,3,1.8,26.03,True,ancient
39,610,3,1.8,31.7,True,ancient
56,598,3,1.8,24.23,True,ancient
73,597,3,1.8,28.52,True,ancient
101,731,3,1.8,28.88,True,ancient
135,735,3,1.8,28.9,True,ancient
110,460,3,1.8,25.03,True,ancient
49,446,3,1.8,38.81,True,ancient
135,718,3,1.8,22.88,True,ancient
81,704,3,1.8,37.88,True,ancient
26,544,3,1.8,31.16,True,ancient
107,531,3,1.8,39.32,True,ancient
90,594,3,1.8,33.1,True,ancient
69,711,3,1.8,41.92,True,ancient
130,465,3,1.8,22.79,True,ancient
128,736,3,1.8,29.43,True,ancient
126,495,3,1.8,28.46,True,ancient
109,717,3,1.8,32.56,True,ancient
135,897,3,1.8,38.65,True,recent
135,340,3,1.8,29.29,True,ancient
17,402,3,1.8,29.22,True,ancient
9,142,3,1.8,33.66,True,ancient
114,898,3,1.8,30.66,True,recent
135,544,3,1.8,41.43,True,ancient
26,594,3,1.8,25.12,True,ancient
126,594,3,1.8,21.99,True,ancient
12,417,3,1.8,26.24,True,ancient
2,182,3,1.8,21.88,False,none
109,26,3,1.8,20.78,False,none
29,634,3,1.8,20.22,True,ancient
88,674,3,1.8,21.38,True,ancient
23,698,3,1.8,22.96,True,ancient
43,706,3,1.8,20.93,True,ancient
25,531,3,1.8,21.7,True,ancient
93,0,3,1.8,20.64,True,ancient
122,865,3,1.8,23.1,True,recent
84,1009,3,1.8,41.21,True,ancient
107,950,3,1.8,37.97,True,recent
78,1022,3,1.8,37.63,True,ancient
117,967,3,1.8,26.01,True,ancient
66,967,3,1.8,32.19,True,recent
94,533,3,1.8,24.19,True,ancient
114,729,3,1.8,20.16,True,ancient
15,406,3,1.8,22.77,True,ancient
67,626,3,1.8,22.61,True,ancient
135,969,3,1.8,29.72,True,ancient
97,833,3,1.8,25.11,True,ancient
131,162,3,1.8,23.88,True,ancient
129,728,3,1.8,22.0,True,ancient
23,767,3,1.8,21.25,True,ancient
129,905,3,1.8,26.04,True,recent
104,514,3,1.8,29.51,True,ancient
117,876,3,1.8,23.19,True,ancient
81,999,3,1.8,21.13,True,ancient
21,55,3,1.8,25.12,True,ancient
39,472,3,1.8,22.61,True,ancient
10,571,3,1.8,27.38,True,ancient
0,229,3,1.8,25.18,True,ancient
0,687,3,1.8,28.08,True,ancient
45,567,3,1.8,33.98,True,ancient
54,766,3,1.8,62.65,True,ancient
0,170,3,1.8,35.68,True,ancient
0,487,3,1.8,64.41,True,ancient
49,490,3,1.8,61.23,True,ancient
28,519,3,1.8,67.62,True,ancient
6,622,3,1.8,52.95,True,ancient
20,565,3,1.8,65.5,True,ancient
33,701,3,1.8,58.7,True,ancient
36,498,3,1.8,65.39,True,ancient
87,565,3,1.8,55.1,True,ancient
68,832,3,1.8,37.74,True,ancient
37,724,3,1.8,57.2,True,ancient
135,595,3,1.8,51.56,True,ancient
132,330,3,1.8,56.82,True,ancient
135,273,3,1.8,50.27,True,ancient
22,491,3,1.8,51.04,True,ancient
37,772,3,1.8,49.61,True,ancient
36,598,3,1.8,75.3,True,ancient
18,706,3,1.8,83.74,True,ancient
38,741,3,1.8,69.81,True,ancient
38,667,3,1.8,83.48,True,ancient
54,725,3,1.8,82.51,True,ancient
6,556,3,1.8,80.48,True,ancient
7,770,3,1.8,90.3,True,ancient
104,572,3,1.8,88.31,True,ancient
19,675,3,1.8,92.79,True,ancient
46,509,3,1.8,68.31,True,ancient
50,699,3,1.8,85.04,True,ancient
68,575,3,1.8,85.62,True,ancient
21,459,3,1.8,89.88,True,ancient
62,471,3,1.8,93.47,True,ancient
24,651,3,1.8,85.3,True,ancient
99,561,3,1.8,102.18,True,ancient
128,958,3,1.8,100.74,True,ancient
122,455,3,1.8,53.68,True,ancient
49,549,3,1.8,53.67,True,ancient
132,76,3,1.8,40.21,False,none
49,479,3,1.8,42.05,True,ancient
7,471,3,1.8,35.73,True,ancient
87,441,3,1.8,31.52,True,ancient
23,501,3,1.8,35.69,True,ancient
65,458,3,1.8,34.38,True,ancient
121,601,3,1.8,39.47,True,ancient
66,553,3,1.8,44.9,True,ancient
110,989,3,1.8,37.0,True,ancient
33,528,3,1.8,34.74,True,ancient
6,703,3,1.8,37.72,True,ancient
53,616,3,1.8,49.17,True,ancient
127,524,3,1.8,25.07,True,ancient
135,558,3,1.8,33.77,True,ancient
63,486,3,1.8,41.0,True,ancient
11,665,3,1.8,48.31,True,ancient
57,456,3,1.8,35.87,True,ancient
50,999,3,1.8,40.48,True,ancient
27,739,3,1.8,52.76,True,ancient
104,482,3,1.8,45.32,True,ancient
75,683,3,1.8,46.06,True,ancient
14,427,3,1.8,41.09,True,ancient
4,499,3,1.8,40.75,True,ancient
109,492,3,1.8,46.74,True,ancient
73,841,3,1.8,42.32,True,ancient
107,748,3,1.8,44.44,True,ancient
2,437,3,1.8,43.7,True,ancient
49,674,3,1.8,40.16,True,ancient
97,550,3,1.8,43.45,True,ancient
18,600,3,1.8,40.68,True,ancient
0,588,3,1.8,35.51,True,ancient
24,750,3,1.8,49.83,True,ancient
72,955,3,1.8,24.42,True,recent
