x_pixel_global,y_pixel_global,radius_px,diameter_m,contrast,near_landslide,landslide_age
21,278,3,1.8,35.15,True,ancient
137,514,3,1.8,21.1,True,ancient
45,155,3,1.8,33.73,True,ancient
46,107,3,1.8,25.95,True,ancient
28,554,3,1.8,30.0,True,ancient
79,837,3,1.8,38.15,True,ancient
61,166,3,1.8,38.36,True,ancient
95,793,3,1.8,34.86,True,ancient
22,132,3,1.8,30.45,True,ancient
47,884,3,1.8,38.42,True,ancient
31,831,3,1.8,32.9,True,ancient
123,800,3,1.8,26.75,True,ancient
145,539,3,1.8,39.04,True,ancient
80,229,3,1.8,33.48,True,ancient
137,115,3,1.8,21.83,True,ancient
122,111,3,1.8,42.27,True,ancient
117,152,3,1.8,33.83,True,ancient
85,413,3,1.8,39.83,True,ancient
152,749,3,1.8,48.24,True,ancient
97,254,3,1.8,43.2,True,ancient
143,263,3,1.8,45.12,False,none
110,756,3,1.8,27.11,True,ancient
61,886,3,1.8,33.62,True,ancient
66,792,3,1.8,33.41,True,ancient
145,249,3,1.8,27.7,True,ancient
16,204,3,1.8,26.35,True,ancient
11,999,3,1.8,21.45,True,ancient
121,653,3,1.8,43.61,True,ancient
149,1023,3,1.8,56.47,True,ancient
122,974,3,1.8,58.2,True,ancient
131,981,3,1.8,48.02,True,ancient
30,1023,3,1.8,61.9,True,ancient
113,981,3,1.8,61.5,True,ancient
125,1006,3,1.8,80.89,True,ancient
119,676,3,1.8,21.21,True,ancient
122,664,3,1.8,21.92,True,ancient
113,817,3,1.8,26.78,True,ancient
51,779,3,1.8,22.12,True,ancient
53,798,3,1.8,28.31,True,ancient
30,91,3,1.8,23.52,True,ancient
71,214,3,1.8,22.69,True,ancient
50,979,3,1.8,36.85,True,ancient
11,228,3,1.8,22.07,True,ancient
23,895,3,1.8,24.89,True,ancient
39,768,3,1.8,21.05,True,ancient
118,114,3,1.8,20.97,True,ancient
99,567,3,1.8,21.44,True,ancient
11,809,3,1.8,23.36,True,ancient
30,25,3,1.8,26.16,True,ancient
70,226,3,1.8,26.27,True,ancient
68,208,3,1.8,20.11,True,ancient
150,91,3,1.8,36.57,True,ancient
81,214,3,1.8,29.33,True,ancient
52,954,3,1.8,23.43,True,ancient
46,12,3,1.8,28.12,True,ancient
4,815,3,1.8,33.24,True,ancient
129,253,3,1.8,86.16,True,ancient
70,276,3,1.8,38.89,True,ancient
31,892,3,1.8,73.16,True,ancient
58,810,3,1.8,60.22,True,ancient
44,167,3,1.8,63.37,True,ancient
89,813,3,1.8,48.08,True,ancient
115,274,3,1.8,42.41,True,ancient
57,787,3,1.8,42.64,True,ancient
37,879,3,1.8,45.5,True,ancient
44,132,3,1.8,58.2,True,ancient
44,786,3,1.8,63.43,True,ancient
61,863,3,1.8,56.64,True,ancient
98,578,3,1.8,57.11,True,ancient
75,273,3,1.8,69.67,True,ancient
99,284,3,1.8,66.35,True,ancient
121,279,3,1.8,45.76,True,ancient
145,757,3,1.8,58.91,True,ancient
38,183,3,1.8,57.71,True,ancient
144,980,3,1.8,72.75,True,ancient
131,421,3,1.8,64.2,True,ancient
147,217,3,1.8,58.93,True,ancient
14,559,3,1.8,71.31,True,ancient
83,203,3,1.8,65.31,True,ancient
90,862,3,1.8,82.07,True,ancient
56,903,3,1.8,70.06,True,ancient
104,808,3,1.8,92.04,True,ancient
35,195,3,1.8,90.44,True,ancient
54,938,3,1.8,79.76,True,ancient
143,711,3,1.8,107.94,True,ancient
132,261,3,1.8,96.58,False,none
61,917,3,1.8,129.92,True,ancient
142,281,3,1.8,47.5,True,ancient
0,840,3,1.8,70.2,True,ancient
107,831,3,1.8,38.95,True,ancient
117,808,3,1.8,44.16,True,ancient
85,777,3,1.8,45.48,True,ancient
105,882,3,1.8,34.4,True,ancient
75,883,3,1.8,26.85,True,ancient
25,987,3,1.8,45.91,True,ancient
62,883,3,1.8,44.95,True,ancient
111,781,3,1.8,32.95,True,ancient
117,252,3,1.8,45.92,True,ancient
74,777,3,1.8,44.39,True,ancient
43,985,3,1.8,44.1,True,ancient
135,204,3,1.8,45.33,True,ancient
42,290,3,1.8,52.69,True,ancient
98,870,3,1.8,46.08,True,ancient
0,942,3,1.8,46.0,True,ancient
126,812,3,1.8,42.25,True,ancient
64,903,3,1.8,41.97,True,ancient
48,924,3,1.8,39.03,True,ancient
18,249,3,1.8,49.36,True,ancient
33,49,3,1.8,38.9,True,ancient
20,210,3,1.8,39.85,True,ancient
106,260,3,1.8,45.81,True,ancient
44,555,3,1.8,44.44,True,ancient
88,805,3,1.8,43.52,True,ancient
25,49,3,1.8,39.62,True,ancient
93,779,3,1.8,37.67,True,ancient
147,140,3,1.8,36.34,True,ancient
112,104,3,1.8,51.88,True,ancient
22,102,3,1.8,46.78,True,ancient
150,555,3,1.8,44.4,True,ancient
149,995,3,1.8,44.87,True,ancient
