x_pixel_global,y_pixel_global,radius_px,diameter_m,contrast,near_landslide,landslide_age
158,4,3,1.8,37.8,True,ancient
106,298,3,1.8,21.07,True,ancient
0,346,3,1.8,31.34,False,none
300,112,3,1.8,22.88,False,none
621,49,3,1.8,27.45,False,none
356,180,3,1.8,23.88,True,ancient
249,188,3,1.8,24.39,False,none
350,173,3,1.8,20.81,True,ancient
23,351,3,1.8,20.05,False,none
93,435,3,1.8,21.08,False,none
212,79,3,1.8,23.57,True,recent
170,401,3,1.8,25.79,False,none
16,399,3,1.8,21.35,False,none
221,4,3,1.8,21.14,True,ancient
528,439,3,1.8,21.74,True,recent
402,575,3,1.8,21.2,False,none
285,152,3,1.8,23.92,False,none
172,408,3,1.8,21.26,False,none
31,516,3,1.8,23.5,False,none
38,509,3,1.8,23.05,False,none
253,596,3,1.8,24.4,True,ancient
354,10,3,1.8,23.2,False,none
247,117,3,1.8,24.63,False,none
252,549,3,1.8,26.17,True,ancient
612,0,3,1.8,22.15,False,none
313,10,3,1.8,20.93,False,none
603,309,3,1.8,22.9,True,ancient
635,310,3,1.8,23.12,True,ancient
128,335,3,1.8,23.14,True,recent
398,546,3,1.8,20.46,True,ancient
254,608,3,1.8,20.98,True,ancient
344,156,3,1.8,22.53,True,ancient
48,473,3,1.8,20.66,False,none
521,378,3,1.8,20.34,True,ancient
365,632,3,1.8,21.87,True,ancient
137,561,3,1.8,23.48,True,recent
261,202,3,1.8,35.2,False,none
443,429,3,1.8,20.87,True,ancient
129,619,3,1.8,20.79,False,none
200,556,3,1.8,23.23,True,recent
533,621,3,1.8,21.62,False,none
115,623,3,1.8,22.08,False,none
216,542,3,1.8,22.52,True,recent
14,500,3,1.8,22.65,False,none
266,80,3,1.8,21.23,False,none
112,582,3,1.8,22.66,False,none
444,229,3,1.8,23.48,False,none
332,38,3,1.8,20.75,True,ancient
141,18,3,1.8,23.17,True,ancient
501,354,3,1.8,21.24,True,ancient
0,373,3,1.8,24.95,False,none
355,639,3,1.8,25.0,False,none
222,173,3,1.8,20.83,False,none
339,204,3,1.8,27.94,True,ancient
355,626,3,1.8,24.49,True,ancient
183,151,3,1.8,25.21,True,recent
250,100,3,1.8,24.37,False,none
71,535,3,1.8,25.95,False,none
429,424,3,1.8,26.48,True,recent
298,582,3,1.8,22.57,True,ancient
287,396,3,1.8,23.08,False,none
455,256,3,1.8,20.94,True,ancient
527,45,3,1.8,25.94,True,recent
58,507,3,1.8,26.02,False,none
138,635,3,1.8,28.15,False,none
314,74,3,1.8,27.6,True,ancient
250,38,3,1.8,26.1,False,none
570,258,3,1.8,30.2,True,ancient
352,204,3,1.8,23.67,True,ancient
325,5,3,1.8,25.11,False,none
617,91,3,1.8,23.93,True,recent
327,30,3,1.8,22.18,True,ancient
140,336,3,1.8,26.6,True,recent
329,160,3,1.8,22.53,True,ancient
519,328,3,1.8,21.04,True,ancient
352,61,3,1.8,20.97,True,ancient
409,624,3,1.8,23.45,False,none
548,64,3,1.8,24.84,True,recent
263,31,3,1.8,21.21,False,none
313,173,3,1.8,24.45,False,none
521,483,3,1.8,22.14,True,ancient
469,414,3,1.8,21.5,True,ancient
286,80,3,1.8,23.04,False,none
635,137,3,1.8,24.05,False,none
92,528,3,1.8,26.26,False,none
538,311,3,1.8,24.21,True,ancient
408,207,3,1.8,22.58,True,ancient
104,639,3,1.8,20.18,False,none
51,409,3,1.8,25.1,True,recent
94,391,3,1.8,25.67,True,recent
363,29,3,1.8,20.71,True,ancient
213,618,3,1.8,21.8,False,none
169,277,3,1.8,34.0,False,none
243,23,3,1.8,40.46,False,none
472,397,3,1.8,30.43,False,none
392,399,3,1.8,62.2,True,recent
403,298,3,1.8,53.83,False,none
274,149,3,1.8,59.24,False,none
439,266,3,1.8,50.9,False,none
278,264,3,1.8,49.43,False,none
585,208,3,1.8,45.8,True,ancient
551,490,3,1.8,56.33,True,ancient
571,204,3,1.8,47.5,True,ancient
241,159,3,1.8,60.88,False,none
34,146,3,1.8,41.84,False,none
151,284,3,1.8,47.25,False,none
295,268,3,1.8,68.92,False,none
226,545,3,1.8,57.49,True,recent
293,231,3,1.8,61.08,False,none
328,576,3,1.8,65.3,True,ancient
128,610,3,1.8,66.95,False,none
385,406,3,1.8,60.0,True,recent
225,218,3,1.8,54.29,False,none
459,298,3,1.8,69.99,True,ancient
259,101,3,1.8,61.67,False,none
527,253,3,1.8,49.59,True,ancient
554,245,3,1.8,55.57,True,ancient
427,266,3,1.8,64.16,False,none
167,442,3,1.8,56.69,False,none
144,445,3,1.8,49.01,False,none
401,235,3,1.8,49.58,False,none
265,417,3,1.8,53.56,False,none
415,269,3,1.8,59.22,False,none
541,271,3,1.8,49.68,True,ancient
131,550,3,1.8,54.72,True,recent
182,481,3,1.8,45.92,True,recent
531,78,3,1.8,42.93,True,recent
511,360,3,1.8,55.03,True,ancient
124,397,3,1.8,47.25,True,recent
524,84,3,1.8,58.39,True,recent
398,314,3,1.8,61.47,True,recent
281,215,3,1.8,56.61,False,none
413,383,3,1.8,54.55,True,recent
399,267,3,1.8,45.28,False,none
445,288,3,1.8,51.31,False,none
489,471,3,1.8,61.96,True,ancient
83,511,3,1.8,56.23,False,none
161,460,3,1.8,77.47,True,recent
50,290,3,1.8,72.25,True,ancient
290,0,3,1.8,50.55,False,none
318,241,3,1.8,64.85,False,none
259,428,3,1.8,64.69,False,none
299,253,3,1.8,78.11,False,none
308,581,3,1.8,70.69,True,ancient
570,249,3,1.8,79.22,True,ancient
363,288,3,1.8,80.48,False,none
218,214,3,1.8,68.58,False,none
14,285,3,1.8,78.52,False,none
374,405,3,1.8,79.81,True,recent
271,426,3,1.8,85.12,False,none
234,408,3,1.8,82.6,False,none
529,73,3,1.8,89.09,True,recent
124,326,3,1.8,90.62,True,recent
400,612,3,1.8,89.31,False,none
399,333,3,1.8,90.56,True,recent
63,293,3,1.8,88.57,True,ancient
415,372,3,1.8,115.83,True,recent
93,517,3,1.8,109.82,False,none
400,385,3,1.8,117.18,True,recent
254,421,3,1.8,128.18,False,none
310,251,3,1.8,71.53,False,none
304,258,3,1.8,62.59,False,none
20,201,3,1.8,68.16,False,none
1,195,3,1.8,86.0,False,none
165,501,3,1.8,76.03,True,recent
150,564,3,1.8,72.5,True,recent
138,393,3,1.8,71.68,True,recent
18,288,3,1.8,70.57,False,none
0,402,3,1.8,45.1,False,none
283,207,3,1.8,66.54,False,none
152,481,3,1.8,67.24,True,recent
148,207,3,1.8,65.64,True,ancient
176,425,3,1.8,78.81,False,none
398,328,3,1.8,83.07,True,recent
318,258,3,1.8,72.17,False,none
364,220,3,1.8,73.45,False,none
534,404,3,1.8,85.75,True,recent
234,402,3,1.8,65.76,False,none
256,436,3,1.8,63.78,False,none
5,183,3,1.8,76.82,False,none
308,233,3,1.8,67.61,False,none
355,292,3,1.8,64.03,False,none
284,14,3,1.8,51.36,False,none
195,263,3,1.8,36.34,False,none
459,389,3,1.8,36.82,False,none
233,52,3,1.8,37.25,True,ancient
622,74,3,1.8,39.93,False,none
104,389,3,1.8,33.53,True,recent
502,59,3,1.8,37.15,True,recent
379,362,3,1.8,49.66,True,recent
411,229,3,1.8,44.96,False,none
333,180,3,1.8,39.05,True,ancient
276,413,3,1.8,41.52,False,none
397,248,3,1.8,32.28,False,none
155,301,3,1.8,33.67,False,none
535,384,3,1.8,36.7,True,ancient
61,170,3,1.8,48.68,True,ancient
6,489,3,1.8,36.03,False,none
409,293,3,1.8,36.67,False,none
115,231,3,1.8,41.38,True,ancient
486,301,3,1.8,44.57,True,ancient
20,177,3,1.8,41.86,False,none
385,239,3,1.8,40.37,False,none
441,395,3,1.8,41.7,False,none
526,273,3,1.8,41.3,True,ancient
588,254,3,1.8,35.43,True,ancient
188,168,3,1.8,40.38,True,ancient
459,411,3,1.8,38.65,True,ancient
175,182,3,1.8,31.2,True,ancient
139,420,3,1.8,38.79,False,none
93,595,3,1.8,37.08,False,none
141,299,3,1.8,38.59,True,recent
514,278,3,1.8,39.09,True,ancient
257,216,3,1.8,29.89,False,none
564,81,3,1.8,32.73,True,recent
278,161,3,1.8,35.42,False,none
527,289,3,1.8,38.34,True,ancient
161,386,3,1.8,39.53,False,none
545,27,3,1.8,31.87,True,recent
504,317,3,1.8,38.69,True,ancient
550,382,3,1.8,38.14,True,ancient
361,160,3,1.8,31.28,True,ancient
142,324,3,1.8,41.99,True,recent
519,115,3,1.8,40.76,True,recent
510,347,3,1.8,36.98,True,ancient
109,492,3,1.8,41.58,False,none
54,192,3,1.8,29.87,True,ancient
221,206,3,1.8,41.01,False,none
40,571,3,1.8,42.12,False,none
156,446,3,1.8,48.32,False,none
112,614,3,1.8,42.6,False,none
179,291,3,1.8,29.56,False,none
60,319,3,1.8,34.21,True,recent
606,243,3,1.8,47.19,True,ancient
436,445,3,1.8,49.99,True,ancient
281,19,3,1.8,44.83,False,none
4,279,3,1.8,48.92,False,none
146,81,3,1.8,50.89,True,recent
433,250,3,1.8,41.14,False,none
421,411,3,1.8,43.81,True,recent
386,264,3,1.8,38.89,False,none
148,419,3,1.8,41.06,False,none
177,210,3,1.8,41.94,True,ancient
133,20,3,1.8,43.68,True,ancient
249,407,3,1.8,43.87,False,none
251,5,3,1.8,51.34,False,none
352,163,3,1.8,49.39,True,ancient
325,185,3,1.8,44.68,True,ancient
387,246,3,1.8,53.91,False,none
135,310,3,1.8,43.12,True,recent
389,186,3,1.8,51.48,True,ancient
630,68,3,1.8,43.42,False,none
401,405,3,1.8,47.28,True,recent
256,182,3,1.8,32.31,False,none
321,197,3,1.8,38.71,False,none
424,388,3,1.8,33.44,True,recent
366,373,3,1.8,35.75,True,recent
130,209,3,1.8,47.53,True,ancient
142,452,3,1.8,42.47,True,recent
417,432,3,1.8,36.13,True,recent
397,627,3,1.8,45.21,False,none
269,574,3,1.8,45.51,True,ancient
115,456,3,1.8,39.13,True,recent
138,581,3,1.8,46.29,False,none
386,282,3,1.8,42.76,False,none
0,268,3,1.8,35.57,False,none
507,263,3,1.8,36.47,True,ancient
455,394,3,1.8,44.61,False,none
15,276,3,1.8,46.14,False,none
507,382,3,1.8,48.05,True,ancient
49,168,3,1.8,38.92,True,ancient
124,355,3,1.8,44.97,True,recent
422,29,3,1.8,21.28,True,recent
