x_pixel_global,y_pixel_global,radius_px,diameter_m,contrast,near_landslide,landslide_age
88,120,72,43.2,30.36,True,ancient
90,360,46,27.6,27.17,True,ancient
104,918,46,27.6,21.08,True,ancient
160,884,46,27.6,45.48,True,ancient
158,510,44,26.4,20.13,False,none
76,8,44,26.4,21.01,True,ancient
0,115,42,25.2,36.4,True,ancient
133,215,42,25.2,27.57,True,ancient
0,950,42,25.2,91.06,True,ancient
64,972,35,21.0,28.54,True,ancient
118,530,33,19.8,31.79,True,ancient
134,960,33,19.8,40.48,True,ancient
160,760,31,18.6,39.29,True,ancient
2,582,30,18.0,28.02,True,ancient
52,210,28,16.8,23.99,True,ancient
46,182,28,16.8,21.27,True,ancient
88,502,28,16.8,34.7,True,ancient
158,278,28,16.8,23.12,True,ancient
36,946,25,15.0,27.8,True,ancient
86,658,25,15.0,21.4,True,ancient
26,368,25,15.0,36.06,True,ancient
26,418,25,15.0,24.04,True,ancient
132,702,25,15.0,21.78,True,ancient
2,890,25,15.0,40.09,True,ancient
0,197,25,15.0,64.36,True,ancient
130,296,23,13.8,21.23,True,ancient
20,324,20,12.0,20.58,True,ancient
159,331,20,12.0,32.4,True,ancient
29,492,20,12.0,30.39,True,ancient
0,632,20,12.0,24.32,True,ancient
108,950,20,12.0,68.77,True,ancient
159,696,20,12.0,67.36,True,ancient
90,578,18,10.8,24.32,True,ancient
40,768,18,10.8,21.34,True,ancient
24,72,18,10.8,23.11,True,ancient
42,446,18,10.8,20.42,True,ancient
54,914,18,10.8,20.08,True,ancient
18,752,18,10.8,27.64,True,ancient
142,614,17,10.2,39.28,True,ancient
142,596,17,10.2,26.39,True,ancient
20,908,17,10.2,24.63,True,ancient
134,652,17,10.2,32.62,True,ancient
2,290,16,9.6,26.57,True,ancient
79,686,16,9.6,52.27,True,ancient
36,287,16,9.6,56.58,True,ancient
159,388,16,9.6,41.77,True,ancient
77,843,16,9.6,26.39,True,ancient
28,544,15,9.0,28.14,True,ancient
144,638,15,9.0,23.45,True,ancient
52,248,14,8.4,32.06,True,ancient
82,558,13,7.8,22.14,True,ancient
100,464,12,7.2,39.44,True,ancient
25,155,12,7.2,45.26,True,ancient
84,472,12,7.2,30.9,True,ancient
67,950,12,7.2,21.26,True,ancient
0,999,12,7.2,47.69,True,ancient
159,54,12,7.2,27.07,True,ancient
0,369,12,7.2,29.08,True,ancient
25,604,12,7.2,21.45,True,ancient
153,0,12,7.2,35.27,True,ancient
159,430,12,7.2,50.55,True,ancient
0,391,12,7.2,34.42,True,ancient
59,867,12,7.2,24.84,True,ancient
20,215,12,7.2,51.12,True,ancient
120,760,12,7.2,53.96,True,ancient
45,750,12,7.2,71.46,True,ancient
52,669,12,7.2,89.91,True,ancient
159,640,12,7.2,61.68,True,ancient
0,750,12,7.2,83.46,True,ancient
144,172,12,7.2,22.05,True,ancient
66,427,12,7.2,83.59,True,ancient
26,527,12,7.2,82.68,True,ancient
0,787,12,7.2,110.48,True,ancient
12,540,10,6.0,42.54,True,ancient
134,6,9,5.4,42.47,True,ancient
10,44,8,4.8,22.85,True,ancient
150,311,7,4.2,20.09,True,ancient
119,441,7,4.2,31.8,True,ancient
141,733,7,4.2,31.97,True,ancient
19,173,7,4.2,34.2,True,ancient
133,573,7,4.2,33.55,True,ancient
16,666,7,4.2,27.08,True,ancient
101,827,7,4.2,31.14,True,ancient
26,709,7,4.2,30.59,True,ancient
122,415,7,4.2,27.97,True,ancient
30,615,7,4.2,28.98,True,ancient
0,832,7,4.2,28.58,True,ancient
49,311,7,4.2,26.86,True,ancient
80,230,7,4.2,36.58,True,ancient
147,458,7,4.2,22.0,True,ancient
18,725,7,4.2,25.29,True,ancient
79,192,7,4.2,28.94,True,ancient
159,818,7,4.2,24.71,True,ancient
130,835,7,4.2,23.35,True,ancient
0,534,7,4.2,28.24,True,ancient
159,162,7,4.2,22.24,True,ancient
0,850,7,4.2,26.36,True,ancient
55,970,7,4.2,71.13,True,ancient
18,991,7,4.2,62.73,True,ancient
76,968,7,4.2,48.65,True,ancient
22,809,7,4.2,39.18,True,ancient
77,249,7,4.2,30.97,True,ancient
85,271,7,4.2,61.52,True,ancient
36,792,7,4.2,67.17,True,ancient
0,308,7,4.2,49.01,True,ancient
0,170,7,4.2,81.99,True,ancient
124,670,7,4.2,85.47,True,ancient
43,718,7,4.2,94.27,True,ancient
120,32,7,4.2,70.8,True,ancient
144,803,7,4.2,69.13,True,ancient
74,410,7,4.2,53.13,True,ancient
57,637,7,4.2,66.08,True,ancient
97,241,7,4.2,59.61,True,ancient
73,437,7,4.2,69.13,True,ancient
94,427,7,4.2,51.69,True,ancient
68,711,7,4.2,57.64,True,ancient
0,705,7,4.2,71.35,True,ancient
133,55,7,4.2,41.05,True,ancient
15,692,7,4.2,32.64,True,ancient
147,375,7,4.2,47.41,True,ancient
76,879,7,4.2,41.57,True,ancient
65,265,7,4.2,56.15,True,ancient
138,39,7,4.2,24.0,True,ancient
20,273,7,4.2,49.11,True,ancient
31,652,7,4.2,55.26,True,ancient
159,34,7,4.2,58.68,True,ancient
53,615,7,4.2,53.82,True,ancient
32,469,3,1.8,39.43,True,ancient
129,449,3,1.8,31.67,True,ancient
44,601,3,1.8,35.88,True,ancient
147,71,3,1.8,26.67,True,ancient
62,689,3,1.8,39.83,True,ancient
54,286,3,1.8,29.04,True,ancient
55,413,3,1.8,33.23,True,ancient
95,196,3,1.8,26.81,True,ancient
129,330,3,1.8,28.24,True,ancient
139,827,3,1.8,38.12,True,ancient
